InstanteActual,VolumenDescargas,VolumenAlmacenamiento,VolumenVentas1,VolumenVentas2,VolumenFugas,ProxVolumenDescargas,ProxVolumenVentas1,ProxVolumenVentas2,VolumenAcumuladoDescargas,VolumenAcumuladoVentas1,VolumenAcumuladoVentas2,VolumenAcumuladoFugas,InstanteProxDispDescargas,InstanteProxDispVentas1,InstanteProxDispVentas2,RecargasTotalesDescargas,RecargasTotalesVentas1,RecargasTotalesVentas2,AlturaFuga,CaudalFuga
2024-07-04 22:45:18,10.0,95.0,2.0,1.0,0.0,9181.0,9960.0,7555.0,6182.0,7979.0,6965.0,6495.0,15.0,50.0,88.0,89.0,25.0,57.0,4186.0,82.0
2024-07-04 22:45:24,32.0,106.0,0.0,2.0,3.0,6600.0,1036.0,3616.0,3515.0,4446.0,6599.0,1677.0,12.0,80.0,36.0,24.0,10.0,87.0,4254.0,35.0
2024-07-04 22:45:30,25.0,103.0,2.0,3.0,1.0,597.0,9839.0,3683.0,3613.0,3553.0,8692.0,6824.0,53.0,13.0,95.0,11.0,20.0,69.0,7843.0,68.0
2024-07-04 22:45:36,21.0,58.0,2.0,1.0,1.0,3440.0,484.0,5027.0,2761.0,1028.0,2006.0,8615.0,73.0,14.0,31.0,54.0,12.0,32.0,7412.0,39.0
2024-07-04 22:45:42,13.0,118.0,3.0,0.0,1.0,1499.0,7085.0,4795.0,619.0,4851.0,2995.0,3139.0,95.0,69.0,45.0,98.0,94.0,79.0,447.0,43.0
2024-07-04 22:45:48,24.0,36.0,1.0,0.0,0.0,1177.0,9798.0,7818.0,6997.0,5480.0,3138.0,8735.0,62.0,3.0,40.0,92.0,76.0,74.0,5326.0,34.0
2024-07-04 22:45:54,6.0,54.0,1.0,3.0,3.0,4749.0,740.0,3875.0,655.0,9833.0,6334.0,1165.0,82.0,48.0,21.0,7.0,67.0,3.0,1244.0,30.0
2024-07-04 22:46:00,20.0,108.0,1.0,1.0,1.0,6354.0,9460.0,8776.0,3071.0,9779.0,7070.0,7799.0,21.0,92.0,88.0,89.0,37.0,79.0,912.0,97.0
2024-07-04 22:46:06,0.0,0.0,2.0,0.0,1.0,2124.0,7893.0,1917.0,8062.0,1413.0,4159.0,5063.0,95.0,64.0,17.0,30.0,62.0,46.0,3613.0,90.0
2024-07-04 22:46:12,7.0,117.0,2.0,1.0,0.0,9562.0,4541.0,4606.0,2772.0,776.0,7473.0,603.0,96.0,31.0,54.0,50.0,69.0,57.0,9851.0,62.0
2024-07-04 22:46:18,9.0,28.0,2.0,2.0,3.0,2626.0,8506.0,5712.0,9304.0,2258.0,9903.0,3241.0,10.0,57.0,48.0,91.0,56.0,94.0,1237.0,13.0
2024-07-04 22:46:24,0.0,10.0,2.0,3.0,3.0,5253.0,7694.0,4244.0,9868.0,7746.0,1661.0,3126.0,26.0,29.0,89.0,84.0,25.0,10.0,1077.0,14.0
2024-07-04 22:46:30,5.0,27.0,2.0,3.0,0.0,6910.0,9127.0,3384.0,2103.0,9622.0,5014.0,3087.0,46.0,76.0,72.0,86.0,56.0,58.0,3116.0,4.0
2024-07-04 22:46:36,13.0,80.0,1.0,1.0,3.0,5875.0,2410.0,6965.0,8325.0,2765.0,9613.0,3012.0,69.0,75.0,7.0,83.0,46.0,47.0,4926.0,64.0
2024-07-04 22:46:43,28.0,54.0,2.0,3.0,1.0,3049.0,549.0,1157.0,211.0,8194.0,5934.0,731.0,48.0,33.0,22.0,60.0,22.0,13.0,9108.0,81.0
2024-07-04 22:46:49,5.0,100.0,2.0,1.0,2.0,121.0,878.0,8665.0,6619.0,8929.0,4668.0,9018.0,59.0,17.0,26.0,24.0,95.0,94.0,8916.0,69.0
2024-07-04 22:46:55,18.0,71.0,2.0,0.0,2.0,6916.0,4087.0,6128.0,9329.0,71.0,6684.0,3993.0,83.0,88.0,12.0,6.0,1.0,60.0,5.0,8.0
2024-07-04 22:47:01,8.0,68.0,3.0,2.0,1.0,3201.0,7345.0,839.0,4731.0,857.0,460.0,3800.0,57.0,64.0,55.0,36.0,44.0,37.0,9946.0,1.0
2024-07-04 22:47:07,11.0,45.0,0.0,2.0,3.0,3052.0,3828.0,4555.0,1906.0,8251.0,6076.0,8878.0,41.0,23.0,17.0,56.0,60.0,20.0,5337.0,7.0
2024-07-04 22:47:13,24.0,61.0,1.0,3.0,2.0,623.0,1848.0,7118.0,3316.0,4340.0,2389.0,3681.0,83.0,41.0,88.0,79.0,54.0,73.0,2007.0,5.0
2024-07-04 22:47:19,1.0,79.0,0.0,1.0,2.0,6452.0,4635.0,6318.0,8380.0,6753.0,2756.0,8351.0,46.0,52.0,74.0,94.0,52.0,83.0,7216.0,24.0
2024-07-04 22:47:25,20.0,78.0,3.0,3.0,3.0,8806.0,5995.0,8202.0,2768.0,3484.0,9836.0,2080.0,60.0,20.0,16.0,46.0,27.0,56.0,1680.0,98.0
2024-07-04 22:47:31,22.0,76.0,0.0,2.0,1.0,8494.0,2512.0,221.0,1988.0,3530.0,7459.0,8325.0,80.0,5.0,81.0,63.0,25.0,1.0,254.0,7.0
2024-07-04 22:47:37,9.0,79.0,0.0,2.0,1.0,5822.0,4813.0,5604.0,3876.0,5712.0,773.0,1074.0,97.0,53.0,59.0,58.0,70.0,36.0,7863.0,60.0
2024-07-04 22:47:43,1.0,0.0,2.0,2.0,1.0,5919.0,8687.0,3138.0,7128.0,1546.0,8438.0,96.0,31.0,45.0,87.0,60.0,42.0,2.0,3436.0,30.0
2024-07-04 22:47:49,9.0,123.0,1.0,1.0,1.0,4622.0,1108.0,568.0,3014.0,2420.0,7093.0,986.0,81.0,53.0,40.0,35.0,56.0,3.0,6472.0,65.0
2024-07-04 22:47:55,30.0,112.0,3.0,1.0,0.0,3370.0,8145.0,2267.0,3644.0,1553.0,371.0,230.0,31.0,5.0,10.0,21.0,35.0,55.0,163.0,53.0
2024-07-04 22:48:01,5.0,67.0,0.0,1.0,1.0,776.0,4877.0,1071.0,7875.0,6184.0,8422.0,3023.0,1.0,27.0,74.0,13.0,30.0,29.0,9165.0,41.0
2024-07-04 22:48:07,3.0,60.0,0.0,0.0,3.0,1965.0,4177.0,8720.0,3292.0,1786.0,5258.0,209.0,87.0,18.0,49.0,96.0,50.0,61.0,4300.0,41.0
2024-07-04 22:48:13,0.0,98.0,2.0,3.0,3.0,2049.0,3783.0,9277.0,7864.0,231.0,3528.0,2918.0,93.0,56.0,13.0,57.0,12.0,46.0,5225.0,75.0
2024-07-04 22:48:19,5.0,64.0,0.0,0.0,2.0,3339.0,5423.0,9339.0,4792.0,4679.0,6476.0,7798.0,72.0,36.0,16.0,62.0,66.0,4.0,6098.0,57.0
2024-07-04 22:48:25,11.0,77.0,2.0,1.0,0.0,1142.0,4239.0,8161.0,7621.0,1648.0,1282.0,5039.0,29.0,54.0,6.0,77.0,42.0,18.0,2266.0,79.0
2024-07-04 22:48:31,23.0,21.0,1.0,2.0,3.0,8039.0,8058.0,824.0,2156.0,723.0,3188.0,1279.0,98.0,2.0,26.0,80.0,99.0,6.0,9885.0,9.0
2024-07-04 22:48:37,23.0,42.0,0.0,0.0,2.0,2927.0,8860.0,6909.0,9648.0,1031.0,9100.0,6048.0,5.0,39.0,12.0,48.0,71.0,52.0,3174.0,34.0
2024-07-04 22:48:44,25.0,68.0,0.0,0.0,2.0,1227.0,5829.0,2009.0,4017.0,667.0,4287.0,9659.0,47.0,60.0,86.0,18.0,32.0,44.0,8812.0,53.0
2024-07-04 22:48:50,11.0,102.0,2.0,2.0,1.0,2415.0,3396.0,6370.0,9748.0,8139.0,3253.0,5428.0,42.0,66.0,45.0,48.0,54.0,48.0,584.0,35.0
2024-07-04 22:48:56,30.0,52.0,1.0,0.0,0.0,2741.0,4989.0,2905.0,624.0,2231.0,421.0,8931.0,23.0,62.0,9.0,14.0,79.0,19.0,1166.0,53.0
2024-07-04 22:49:02,18.0,0.0,0.0,0.0,2.0,379.0,3057.0,2972.0,6748.0,2003.0,2998.0,2745.0,63.0,73.0,66.0,12.0,2.0,50.0,6598.0,3.0
2024-07-04 22:49:08,32.0,24.0,1.0,1.0,3.0,3166.0,9382.0,4668.0,8370.0,3558.0,98.0,3820.0,94.0,89.0,95.0,28.0,1.0,21.0,7540.0,56.0
2024-07-04 22:49:14,22.0,33.0,3.0,3.0,0.0,5420.0,1437.0,6707.0,2985.0,5418.0,8211.0,374.0,30.0,89.0,88.0,26.0,20.0,20.0,132.0,46.0
2024-07-04 22:49:20,28.0,116.0,1.0,0.0,0.0,84.0,4082.0,3676.0,6099.0,5782.0,5952.0,5468.0,33.0,48.0,70.0,81.0,79.0,92.0,6029.0,85.0
2024-07-04 22:49:26,26.0,73.0,3.0,3.0,3.0,7448.0,7716.0,1403.0,2905.0,8622.0,306.0,2353.0,54.0,57.0,43.0,4.0,92.0,58.0,3240.0,61.0
2024-07-04 22:49:32,21.0,24.0,3.0,3.0,0.0,830.0,7000.0,1224.0,5058.0,9731.0,7141.0,8997.0,29.0,21.0,61.0,46.0,27.0,12.0,2619.0,65.0
2024-07-04 22:49:38,22.0,124.0,2.0,0.0,2.0,7785.0,7818.0,7181.0,7598.0,3557.0,321.0,536.0,11.0,40.0,19.0,45.0,48.0,85.0,5864.0,27.0
2024-07-04 22:49:44,2.0,71.0,2.0,1.0,1.0,5727.0,6034.0,7492.0,591.0,1154.0,2116.0,686.0,14.0,39.0,59.0,53.0,20.0,82.0,1176.0,96.0
2024-07-04 22:49:50,31.0,70.0,0.0,2.0,1.0,9279.0,4966.0,684.0,7793.0,4669.0,8835.0,8317.0,74.0,39.0,61.0,4.0,65.0,24.0,1194.0,27.0
2024-07-04 22:49:56,23.0,109.0,3.0,1.0,3.0,7885.0,3520.0,8942.0,1632.0,6167.0,8690.0,8886.0,61.0,68.0,79.0,80.0,55.0,62.0,111.0,73.0
2024-07-04 22:50:02,11.0,38.0,1.0,1.0,2.0,8132.0,7481.0,2475.0,9927.0,8534.0,4381.0,9028.0,71.0,57.0,9.0,28.0,94.0,3.0,4073.0,76.0
2024-07-04 22:50:08,19.0,110.0,1.0,0.0,2.0,7663.0,3219.0,9993.0,9295.0,7041.0,3933.0,7393.0,1.0,57.0,97.0,40.0,18.0,10.0,2698.0,97.0
2024-07-04 22:50:14,4.0,70.0,1.0,1.0,3.0,9349.0,8204.0,1681.0,4686.0,1432.0,5795.0,8082.0,35.0,34.0,66.0,81.0,80.0,53.0,5663.0,49.0
2024-07-04 22:50:20,2.0,34.0,3.0,2.0,3.0,7574.0,4931.0,7012.0,4003.0,1911.0,9266.0,4240.0,20.0,38.0,27.0,55.0,28.0,38.0,7283.0,21.0
2024-07-04 22:50:26,12.0,114.0,3.0,2.0,2.0,9762.0,188.0,944.0,1898.0,26.0,3806.0,5979.0,76.0,30.0,66.0,65.0,24.0,95.0,2964.0,93.0
2024-07-04 22:50:33,28.0,89.0,1.0,3.0,0.0,5080.0,9034.0,3943.0,6098.0,3274.0,7352.0,3235.0,25.0,88.0,24.0,46.0,78.0,65.0,9107.0,86.0
2024-07-04 22:50:39,9.0,62.0,3.0,1.0,0.0,2472.0,5615.0,9056.0,6471.0,7271.0,9840.0,5000.0,55.0,87.0,78.0,41.0,76.0,79.0,5341.0,73.0
2024-07-04 22:50:45,18.0,23.0,0.0,1.0,0.0,1026.0,3457.0,5777.0,3557.0,7331.0,6970.0,5690.0,15.0,45.0,92.0,55.0,69.0,8.0,3955.0,51.0
2024-07-04 22:50:51,10.0,32.0,0.0,1.0,2.0,4545.0,4555.0,7902.0,354.0,8870.0,1071.0,6041.0,1.0,5.0,75.0,14.0,69.0,82.0,7992.0,41.0
2024-07-04 22:50:57,30.0,73.0,1.0,2.0,1.0,2441.0,3281.0,8370.0,5932.0,1583.0,6316.0,8872.0,0.0,78.0,2.0,87.0,8.0,90.0,1185.0,38.0
2024-07-04 22:51:03,19.0,70.0,0.0,3.0,2.0,6455.0,273.0,1042.0,134.0,2822.0,6456.0,2942.0,26.0,29.0,79.0,98.0,23.0,81.0,3358.0,48.0
2024-07-04 22:51:09,5.0,122.0,2.0,2.0,3.0,6661.0,6706.0,7068.0,4619.0,1338.0,618.0,8287.0,42.0,2.0,95.0,84.0,22.0,38.0,3488.0,30.0
2024-07-04 22:51:15,8.0,47.0,3.0,0.0,2.0,5993.0,6373.0,2819.0,1312.0,6941.0,1538.0,702.0,91.0,36.0,35.0,22.0,59.0,95.0,1713.0,93.0
2024-07-04 22:51:21,28.0,16.0,3.0,0.0,2.0,4708.0,6363.0,3483.0,706.0,5624.0,1904.0,428.0,42.0,67.0,11.0,59.0,21.0,70.0,1997.0,38.0
2024-07-04 22:51:27,22.0,37.0,3.0,1.0,0.0,6738.0,5117.0,9414.0,8163.0,4138.0,8283.0,6036.0,37.0,37.0,83.0,83.0,77.0,51.0,5571.0,88.0
2024-07-04 22:51:33,25.0,115.0,1.0,0.0,3.0,6348.0,9911.0,8675.0,7052.0,4509.0,7374.0,4028.0,19.0,34.0,30.0,89.0,49.0,64.0,3021.0,36.0
2024-07-04 22:51:39,9.0,18.0,1.0,0.0,1.0,5320.0,4407.0,262.0,1594.0,6923.0,3746.0,1702.0,77.0,41.0,76.0,81.0,78.0,52.0,4160.0,78.0
2024-07-04 22:51:45,27.0,14.0,2.0,1.0,3.0,4854.0,7008.0,4475.0,5129.0,7075.0,5882.0,5561.0,84.0,12.0,50.0,38.0,52.0,52.0,9174.0,39.0
2024-07-04 22:51:51,24.0,58.0,2.0,0.0,1.0,5531.0,2079.0,6130.0,9455.0,9952.0,5350.0,4854.0,34.0,3.0,65.0,30.0,94.0,63.0,3441.0,41.0
2024-07-04 22:51:57,30.0,38.0,3.0,2.0,2.0,913.0,7471.0,1658.0,9240.0,1577.0,9931.0,5215.0,52.0,52.0,31.0,21.0,28.0,82.0,3690.0,95.0
2024-07-04 22:52:03,29.0,73.0,2.0,3.0,3.0,9869.0,9844.0,6932.0,8423.0,5323.0,2154.0,6645.0,17.0,68.0,93.0,44.0,66.0,65.0,9311.0,46.0
2024-07-04 22:52:09,16.0,63.0,1.0,3.0,0.0,6765.0,5331.0,5247.0,6355.0,6794.0,9516.0,2257.0,58.0,83.0,5.0,17.0,39.0,90.0,8890.0,86.0
2024-07-04 22:52:15,7.0,86.0,3.0,3.0,2.0,1722.0,8784.0,6283.0,4734.0,159.0,4599.0,2966.0,58.0,14.0,37.0,69.0,98.0,12.0,9860.0,50.0
2024-07-04 22:52:22,10.0,110.0,2.0,0.0,3.0,6173.0,8250.0,8660.0,92.0,6480.0,9136.0,7913.0,51.0,85.0,78.0,2.0,26.0,3.0,6869.0,26.0
2024-07-04 22:52:28,31.0,25.0,0.0,1.0,2.0,9047.0,1191.0,9984.0,8244.0,2895.0,7392.0,1771.0,50.0,65.0,66.0,37.0,74.0,55.0,3694.0,51.0
2024-07-04 22:52:34,15.0,9.0,3.0,2.0,1.0,5991.0,3334.0,3713.0,1067.0,9545.0,1533.0,8752.0,65.0,10.0,69.0,33.0,94.0,32.0,8346.0,67.0
2024-07-04 22:52:40,29.0,66.0,1.0,3.0,1.0,7647.0,5615.0,6797.0,8719.0,8825.0,6444.0,5691.0,63.0,45.0,24.0,16.0,52.0,95.0,5718.0,46.0
2024-07-04 22:52:46,22.0,32.0,3.0,2.0,2.0,7339.0,5184.0,9112.0,9684.0,875.0,2481.0,5575.0,43.0,44.0,72.0,14.0,23.0,48.0,3453.0,12.0
2024-07-04 22:52:52,3.0,17.0,3.0,3.0,3.0,7306.0,5121.0,6930.0,5720.0,7086.0,3646.0,4337.0,45.0,75.0,84.0,74.0,11.0,70.0,1025.0,3.0
2024-07-04 22:52:58,15.0,42.0,0.0,2.0,3.0,8944.0,5314.0,3007.0,3404.0,2953.0,7423.0,4957.0,38.0,46.0,25.0,23.0,35.0,42.0,4537.0,47.0
2024-07-04 22:53:04,11.0,5.0,0.0,2.0,2.0,5740.0,5902.0,2969.0,6523.0,369.0,2291.0,3773.0,92.0,34.0,16.0,37.0,32.0,97.0,8601.0,55.0
2024-07-04 22:53:10,19.0,13.0,1.0,3.0,1.0,9633.0,8424.0,1203.0,9399.0,4109.0,5745.0,8974.0,66.0,76.0,50.0,30.0,31.0,37.0,2918.0,51.0
2024-07-04 22:53:16,2.0,61.0,1.0,1.0,3.0,8661.0,1575.0,7247.0,6840.0,6143.0,5394.0,5917.0,36.0,20.0,84.0,58.0,88.0,40.0,3014.0,38.0
2024-07-04 22:53:22,5.0,23.0,1.0,1.0,3.0,4659.0,3321.0,2448.0,4916.0,9386.0,2290.0,2922.0,87.0,32.0,79.0,53.0,63.0,33.0,5191.0,17.0
2024-07-04 22:53:28,27.0,22.0,0.0,1.0,2.0,7648.0,4635.0,3352.0,1840.0,3454.0,7887.0,1478.0,53.0,48.0,20.0,52.0,2.0,21.0,6204.0,41.0
2024-07-04 22:53:34,16.0,84.0,0.0,1.0,1.0,479.0,9613.0,5696.0,7239.0,3411.0,1754.0,3124.0,47.0,15.0,77.0,82.0,15.0,32.0,5615.0,77.0
2024-07-04 22:53:40,8.0,22.0,0.0,1.0,2.0,9109.0,9975.0,2622.0,6863.0,1413.0,8611.0,8353.0,52.0,72.0,61.0,30.0,79.0,24.0,5084.0,81.0
2024-07-04 22:53:46,25.0,81.0,3.0,2.0,2.0,134.0,2969.0,5020.0,6658.0,2684.0,1613.0,6566.0,97.0,3.0,32.0,54.0,4.0,81.0,2973.0,79.0
2024-07-04 22:53:53,6.0,102.0,3.0,2.0,2.0,9572.0,80.0,1486.0,8719.0,4077.0,2046.0,9420.0,30.0,21.0,22.0,58.0,73.0,49.0,9606.0,83.0
2024-07-04 22:53:59,25.0,76.0,3.0,1.0,0.0,8072.0,7034.0,3261.0,3030.0,983.0,1000.0,7092.0,10.0,99.0,45.0,71.0,59.0,97.0,2501.0,27.0
2024-07-04 22:54:05,27.0,30.0,0.0,1.0,0.0,3276.0,7256.0,692.0,3213.0,762.0,5840.0,8270.0,16.0,69.0,11.0,93.0,4.0,55.0,3903.0,56.0
2024-07-04 22:54:11,9.0,1.0,2.0,0.0,3.0,8254.0,4429.0,1931.0,1452.0,5355.0,1287.0,2742.0,61.0,93.0,96.0,5.0,97.0,30.0,2794.0,7.0
2024-07-04 22:54:17,11.0,81.0,3.0,0.0,3.0,4537.0,455.0,5445.0,691.0,4244.0,9410.0,6906.0,14.0,85.0,81.0,60.0,97.0,40.0,485.0,94.0
2024-07-04 22:54:23,0.0,117.0,0.0,0.0,0.0,9912.0,6479.0,6485.0,3636.0,2533.0,2879.0,8748.0,46.0,33.0,14.0,57.0,56.0,45.0,4493.0,43.0
2024-07-04 22:54:29,25.0,6.0,1.0,3.0,2.0,6769.0,1166.0,6461.0,5387.0,1956.0,8309.0,5673.0,6.0,15.0,14.0,42.0,93.0,44.0,6492.0,98.0
2024-07-04 22:54:35,7.0,120.0,2.0,2.0,1.0,4520.0,5806.0,6326.0,4014.0,8728.0,752.0,9230.0,79.0,27.0,38.0,90.0,66.0,4.0,5434.0,66.0
2024-07-04 22:54:41,13.0,71.0,0.0,3.0,2.0,8114.0,685.0,8654.0,6103.0,4589.0,7954.0,5268.0,51.0,21.0,36.0,78.0,74.0,50.0,5759.0,41.0
2024-07-04 22:54:47,30.0,38.0,3.0,1.0,2.0,4552.0,9379.0,1046.0,9109.0,5341.0,4162.0,8213.0,48.0,17.0,54.0,38.0,95.0,46.0,5141.0,25.0
2024-07-04 22:54:53,12.0,102.0,1.0,2.0,1.0,6065.0,9204.0,4601.0,1886.0,598.0,7639.0,3745.0,27.0,83.0,25.0,27.0,94.0,22.0,1088.0,56.0
2024-07-04 22:54:59,4.0,123.0,3.0,3.0,1.0,9030.0,5338.0,6705.0,3945.0,5615.0,6451.0,3918.0,33.0,58.0,99.0,44.0,12.0,51.0,2783.0,72.0
2024-07-04 22:55:05,23.0,55.0,1.0,1.0,1.0,745.0,2058.0,4700.0,8017.0,8984.0,5504.0,7198.0,98.0,57.0,12.0,82.0,65.0,97.0,6088.0,72.0
2024-07-04 22:55:11,5.0,65.0,0.0,2.0,3.0,1543.0,1492.0,4131.0,7957.0,5465.0,4731.0,2021.0,89.0,84.0,73.0,48.0,40.0,73.0,5855.0,17.0
2024-07-04 22:55:17,18.0,73.0,1.0,1.0,1.0,8722.0,3010.0,873.0,5108.0,1143.0,4258.0,6781.0,49.0,42.0,61.0,7.0,42.0,44.0,5395.0,26.0
2024-07-04 22:55:23,30.0,29.0,0.0,2.0,3.0,4346.0,1005.0,7045.0,726.0,2289.0,8552.0,5563.0,97.0,30.0,30.0,92.0,60.0,8.0,255.0,52.0
2024-07-04 22:55:29,10.0,34.0,2.0,2.0,2.0,3059.0,8065.0,7246.0,8091.0,563.0,643.0,1641.0,48.0,92.0,14.0,67.0,32.0,39.0,5824.0,25.0
2024-07-04 22:55:36,9.0,91.0,0.0,3.0,1.0,9771.0,4478.0,2225.0,394.0,6303.0,442.0,188.0,72.0,95.0,78.0,79.0,96.0,31.0,3443.0,58.0
2024-07-04 22:55:42,18.0,109.0,2.0,1.0,3.0,4485.0,1259.0,3449.0,2794.0,4279.0,9653.0,3548.0,76.0,73.0,39.0,32.0,35.0,76.0,2996.0,96.0
2024-07-04 22:55:48,11.0,47.0,3.0,2.0,0.0,6648.0,8215.0,5759.0,9057.0,8315.0,8803.0,9558.0,71.0,6.0,7.0,93.0,14.0,15.0,8465.0,50.0
2024-07-04 22:55:54,3.0,40.0,1.0,0.0,2.0,8161.0,9345.0,5245.0,8808.0,7597.0,3103.0,5201.0,79.0,85.0,20.0,22.0,13.0,85.0,6356.0,85.0
2024-07-04 22:56:00,16.0,58.0,1.0,2.0,2.0,4353.0,1318.0,4492.0,6830.0,7892.0,604.0,4631.0,25.0,79.0,83.0,19.0,75.0,4.0,4864.0,82.0
2024-07-04 22:56:06,7.0,88.0,2.0,0.0,2.0,2911.0,9794.0,2745.0,4055.0,7352.0,4810.0,626.0,15.0,4.0,88.0,25.0,54.0,14.0,5293.0,41.0
2024-07-04 22:56:12,10.0,6.0,1.0,3.0,1.0,8773.0,4584.0,9249.0,6562.0,4453.0,8741.0,6516.0,91.0,9.0,0.0,44.0,30.0,52.0,7253.0,29.0
2024-07-04 22:56:18,20.0,103.0,0.0,0.0,2.0,9363.0,8664.0,3685.0,5676.0,794.0,1509.0,6365.0,56.0,81.0,78.0,35.0,59.0,89.0,3397.0,66.0
2024-07-04 22:56:24,20.0,95.0,3.0,3.0,2.0,3062.0,1675.0,1273.0,2758.0,136.0,9623.0,6181.0,35.0,45.0,6.0,10.0,6.0,31.0,9224.0,77.0
2024-07-04 22:56:30,2.0,109.0,0.0,2.0,3.0,1866.0,1662.0,8077.0,2600.0,3767.0,7157.0,3127.0,15.0,69.0,15.0,81.0,46.0,33.0,9721.0,56.0
2024-07-04 22:56:36,22.0,49.0,3.0,0.0,3.0,114.0,5827.0,6974.0,1264.0,9016.0,547.0,5214.0,6.0,51.0,30.0,3.0,87.0,88.0,4109.0,19.0
2024-07-04 22:56:42,2.0,77.0,3.0,3.0,2.0,7231.0,9051.0,1310.0,4060.0,7502.0,2120.0,8508.0,32.0,16.0,40.0,78.0,28.0,83.0,8620.0,12.0
2024-07-04 22:56:48,14.0,76.0,1.0,2.0,3.0,5953.0,1927.0,8571.0,8815.0,2071.0,4459.0,9247.0,29.0,29.0,10.0,41.0,32.0,38.0,395.0,81.0
2024-07-04 22:56:54,6.0,46.0,1.0,0.0,0.0,2556.0,831.0,5745.0,566.0,5515.0,516.0,9694.0,73.0,74.0,80.0,1.0,1.0,39.0,319.0,74.0
2024-07-04 22:57:00,32.0,66.0,0.0,2.0,0.0,2277.0,6085.0,2629.0,677.0,5620.0,4423.0,1053.0,42.0,85.0,94.0,32.0,5.0,81.0,4896.0,22.0
2024-07-04 22:57:06,27.0,121.0,0.0,0.0,3.0,3142.0,6021.0,2556.0,7820.0,903.0,5739.0,2785.0,18.0,51.0,23.0,25.0,37.0,17.0,4300.0,42.0
2024-07-04 22:57:12,17.0,121.0,1.0,1.0,2.0,1692.0,8203.0,4452.0,7157.0,6068.0,8787.0,4815.0,5.0,20.0,97.0,54.0,11.0,3.0,7074.0,70.0
2024-07-04 22:57:19,4.0,71.0,2.0,1.0,1.0,1281.0,8779.0,9761.0,7380.0,9193.0,7225.0,2166.0,15.0,96.0,79.0,60.0,83.0,14.0,1502.0,1.0
2024-07-04 22:57:25,6.0,34.0,1.0,0.0,3.0,7836.0,5219.0,80.0,2383.0,9642.0,7791.0,3201.0,73.0,14.0,91.0,28.0,5.0,50.0,8490.0,70.0
2024-07-04 22:57:31,7.0,109.0,0.0,2.0,2.0,4534.0,8007.0,4839.0,8325.0,5685.0,733.0,6291.0,0.0,45.0,1.0,28.0,60.0,33.0,7119.0,6.0
2024-07-04 22:57:37,17.0,78.0,0.0,3.0,0.0,7099.0,7706.0,5335.0,4377.0,5319.0,9760.0,2869.0,34.0,89.0,95.0,82.0,33.0,61.0,5185.0,16.0
2024-07-04 22:57:43,18.0,104.0,2.0,1.0,2.0,7612.0,3960.0,1061.0,9979.0,8059.0,4820.0,1924.0,77.0,49.0,2.0,79.0,40.0,53.0,2822.0,67.0
2024-07-04 22:57:49,17.0,3.0,2.0,3.0,3.0,1116.0,3910.0,2375.0,8924.0,9303.0,1750.0,4156.0,52.0,10.0,90.0,26.0,24.0,98.0,1037.0,64.0
2024-07-04 22:57:55,16.0,106.0,0.0,2.0,2.0,6006.0,4627.0,8046.0,5751.0,9022.0,9281.0,7640.0,15.0,93.0,29.0,26.0,2.0,76.0,2594.0,32.0
2024-07-04 22:58:01,21.0,111.0,0.0,1.0,0.0,6186.0,851.0,3086.0,1202.0,3685.0,5506.0,8715.0,57.0,99.0,78.0,38.0,36.0,2.0,6956.0,32.0
2024-07-04 22:58:07,4.0,108.0,2.0,2.0,1.0,9995.0,6075.0,8346.0,9931.0,1008.0,9864.0,7711.0,74.0,82.0,71.0,94.0,39.0,17.0,3118.0,12.0
2024-07-04 22:58:13,6.0,47.0,1.0,2.0,3.0,1626.0,6012.0,9484.0,9086.0,3419.0,9507.0,2520.0,62.0,11.0,90.0,88.0,34.0,94.0,5849.0,46.0
2024-07-04 22:58:19,1.0,71.0,1.0,1.0,3.0,5424.0,795.0,4962.0,4095.0,5674.0,9349.0,401.0,47.0,19.0,79.0,74.0,15.0,15.0,9899.0,66.0
2024-07-04 22:58:25,14.0,42.0,3.0,2.0,1.0,9122.0,8224.0,9968.0,9924.0,5950.0,9811.0,1151.0,3.0,96.0,13.0,64.0,66.0,81.0,4447.0,56.0
2024-07-04 22:58:31,8.0,26.0,0.0,2.0,1.0,4759.0,159.0,1661.0,3627.0,9658.0,5192.0,4017.0,2.0,47.0,80.0,30.0,87.0,79.0,8167.0,39.0
2024-07-04 22:58:37,31.0,2.0,2.0,2.0,2.0,6180.0,2574.0,5829.0,9356.0,9210.0,5882.0,2253.0,80.0,76.0,75.0,45.0,53.0,85.0,4646.0,2.0
2024-07-04 22:58:43,29.0,52.0,1.0,3.0,2.0,5889.0,9485.0,8262.0,5972.0,8214.0,840.0,2380.0,34.0,87.0,10.0,25.0,6.0,47.0,9094.0,81.0
2024-07-04 22:58:49,11.0,72.0,0.0,1.0,1.0,9982.0,8252.0,343.0,1178.0,3813.0,1493.0,2507.0,1.0,93.0,87.0,85.0,52.0,37.0,8456.0,63.0
2024-07-04 22:58:56,3.0,8.0,1.0,0.0,0.0,4467.0,4279.0,4891.0,6054.0,8119.0,8539.0,279.0,64.0,33.0,65.0,86.0,16.0,31.0,4138.0,74.0
2024-07-04 22:59:02,7.0,103.0,1.0,2.0,3.0,8799.0,3253.0,6050.0,4842.0,981.0,5325.0,2594.0,45.0,48.0,64.0,41.0,54.0,7.0,7693.0,1.0
